,Index,Make,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,12v_Power_Outlet,Audiosystem,Boot-lid_Opener,Boot_Space,Central_Locking,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Number_of_Airbags,Adjustable_Steering_Column,Type,Child_Safety_Locks
587,587,Mahindra,Xuv300,1.2 W8,1060129,1197 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Petrol,1617 mm,3995 mm,1821 mm,SUV,5.0,17.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Yes,4,0
588,588,Mahindra,Xuv300,1.2 W8(O),1184129,1197 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Petrol,1617 mm,3995 mm,1821 mm,SUV,5.0,17.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,Yes,Yes,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,2.0,Yes,4,0
589,589,Mahindra,Xuv300,1.5 W4,869131,1497 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617 mm,3995 mm,1821 mm,SUV,5.0,20.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Fabric,2600 mm,205/65 R16,Yes,Not on offer,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,,Internal,Yes,Manual,Digital,Yes,Yes,Driver Only,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Yes,4,0
590,590,Mahindra,Xuv300,1.5 W6,950131,1497 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617 mm,3995 mm,1821 mm,SUV,5.0,20.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,2.0,Yes,4,0
591,591,Mahindra,Xuv300,1.5 W8,1095129,1497 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617 mm,3995 mm,1821 mm,SUV,5.0,20.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",4,0
592,592,Mahindra,Xuv300,1.5 W8 (O),1214130,1497 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617 mm,3995 mm,1821 mm,SUV,5.0,20.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Yes,4,0
593,593,Mahindra,Xuv300,1.5 W8 Amt,1149800,1497 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617 mm,3995 mm,1821 mm,SUV,5.0,20.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",1,0
594,594,Mahindra,Xuv300,1.5 W8 (O) Amt,1269131,1497 cc,,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617 mm,3995 mm,1821 mm,SUV,5.0,20.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,Driver & Front Passenger,2 Zone Climate Control,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Yes,1,0
595,595,Mahindra,Xuv300,1.5 W6 Amt,999000,1497 cc,4.0,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42.0,Diesel,1617 mm,3995 mm,1821 mm,SUV,5.0,20.0,6,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Yes,Yes,5.0,Leather,2600 mm,205/65 R16,Yes,CD Player with USB & Aux-in,Manual,259.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Manual,Yes,Manual,Digital,Yes,Yes,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,2.0,Yes,0,0
596,596,Renault,Lodgy,85 Ps Std,863299,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50.0,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,21.04,5,Ventilated Disc,Drum,,,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Fabric,2810 mm,R15,Yes,Not on offer,Internal,207.0,,Digital,Centre,Yes,Front,,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,,Yes,Yes,,,Rake,4,0
597,597,Renault,Lodgy,85 Ps Rxe 8 Seater,964199,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50.0,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,21.04,5,Ventilated Disc,Drum,,Torsion Beam with Anti roll bars,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Fabric,2810 mm,R15,2,Not on offer,Internal,207.0,Yes,Digital,Front,Yes,Front,,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,Yes,Yes,Yes,,Rake,4,0
598,598,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1211599,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50.0,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,19.98,6,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,3-link rigid axle with coil spring,185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,,Leather,2810 mm,185/65 R15,3,DVD Player with USB & Aux-in,Internal,759.0,Yes,Digital,Front & Rear,Yes,Front & Rear,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
599,599,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1211599,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50.0,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,19.98,6,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,"3 link, coil spring suspension",185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,7.0,Leather,2810 mm,185/65 R15,3,DVD Player with USB & Aux-in,Internal,207.0,Yes,Digital,Front & Rear,Yes,Front & Rear,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
600,600,Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1053899,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50.0,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,21.04,5,Ventilated Disc,Drum,,,185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Leather,2810 mm,185/65 R16,2,CD Player with USB & Aux-in,Internal,207.0,Yes,Digital,Front & Rear,Yes,Front & Rear,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
601,601,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1130099,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50.0,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,21.04,5,Ventilated Disc,Drum,,,185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,8.0,Leather,2810 mm,185/65 R16,3,CD Player with USB & Aux-in,Internal,207.0,Yes,Digital,Front & Rear,Yes,Front & Rear,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,Rake,4,0
602,602,Renault,Lodgy,85 Ps Rxe 7 Seater,964199,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50.0,Diesel,1697 mm,4498 mm,1751 mm,MUV,4.0,21.04,5,Ventilated Disc,Drum,,Torsion Beam with Anti roll bars,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Analog,Yes,7.0,Fabric,2810 mm,R15,2,Not on offer,Internal,207.0,Yes,Digital,Front,Yes,Front,,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,Yes,Yes,Yes,,Rake,4,0
603,603,Volkswagen,Vento,Trendline 1.6 (P),876500,1598 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1467 mm,4390 mm,1699 mm,Sedan,5.0,16.09,5,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2553 mm,175/70R14,Yes,Not on offer,Internal,494.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,"Rake, Reach",4,0
604,604,Volkswagen,Vento,Highline 1.6 (P),999900,1598 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4.0,16.09,5,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Analog,Yes,5.0,Leather,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"With Remote, Internal",494.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",4,0
605,605,Volkswagen,Vento,Comfortline 1.6 (P),999900,1598 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4.0,16.09,5,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"Internal, With Remote",494.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,"Rake, Reach",4,0
606,606,Volkswagen,Vento,Highline 1.2 (P) Dsg,1197500,1197 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4.0,18.19,7,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Analog,Yes,5.0,Leather,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"With Remote, Internal",494.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",1,0
607,607,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1449500,1197 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1467 mm,4390 mm,1699 mm,Sedan,4.0,18.19,7,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Analog,Yes,5.0,Leather,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"With Remote, Internal",494.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Reach, Rake",1,0
608,608,Volkswagen,Vento,Trendline 1.5 (D),958500,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1467 mm,4390 mm,1699 mm,Sedan,4.0,20.64,5,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,All Windows,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2553 mm,175/70R14,Yes,Not on offer,Internal,494.0,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,"Rake, Reach",4,0
609,609,Volkswagen,Vento,Comfortline 1.5 (D),999900,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1467 mm,4390 mm,1699 mm,Sedan,4.0,20.64,5,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"Internal, With Remote",494.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Front passenger frontal airbag, Driver frontal airbag",Yes,,Yes,2.0,"Rake, Reach",4,0
610,610,Volkswagen,Vento,Highline 1.5 (D),1210500,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55.0,Diesel,1467 mm,4390 mm,1699 mm,Sedan,4.0,20.64,5,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"With Remote, Internal",494.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",4,0
611,611,Volkswagen,Vento,Highline 1.5 (D) Dsg,1336500,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1467 mm,4390 mm,1699 mm,Sedan,4.0,21.5,7,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"With Remote, Internal",494.0,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",1,0
612,612,Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,1317500,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1467 mm,4390 mm,1699 mm,Sedan,4.0,20.64,5,Ventilated Disc,Drum,Mc Pherson Strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5.0,Leather,2553 mm,185/60R15,Yes,CD Player with USB & Aux-in,"With Remote, Internal",494.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Reach, Rake",1,0
613,613,Volkswagen,Vento,Gt Line (D),1449500,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Diesel,1469 mm,3971 mm,1682 mm,Hatchback,5.0,19.91,5,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,110PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,2,5.0,Fabric,2469 mm,185/60R15,Yes,CD/MP3/DVD Player with USB & Aux-in,"With Remote, Internal",250.0,Yes,Digital,Front,Yes,Front,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,"Rake, Reach",4,0
614,614,Volkswagen,Vento,Gt Line (P) Dsg,1317500,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5.0,17.21,7,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Analog,2,5.0,Fabric,2469 mm,185/60R15,Yes,CD/MP3/DVD Player with USB & Aux-in,"Internal, With Remote",280.0,Yes,Digital,Front,Yes,Front,Yes,Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2.0,"Rake, Reach",1,0
615,615,Mahindra,E2O Plus,P4,881425,,,,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Electric,1585 mm,3390 mm,1575 mm,Hatchback,4.0,,,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,165/60/R14,165/60/R14,Electric Power,All Windows,25.8PS@3500rpm,70Nm@1000rpm,Analog,Digital,Digital,,4.0,Vinyl,2258 mm,R14,,CD/MP3/DVD Player with USB & Aux-in,With Remote,135.0,,Digital,Front,Yes,Front,,,Internal,,Automatic,Analog,Yes,,Driver Only,Manual Air conditioning with cooling and heating,Yes,,All Rows,,Yes,,Yes,,,1,0
616,616,Mahindra,E2O Plus,P6,957177,,,,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Electric,1585 mm,3390 mm,1575 mm,Hatchback,4.0,,,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,165/60/R14,165/60/R14,Electric Power,All Windows,25.8PS@3500rpm,70Nm@1000rpm,Analog,Digital,Digital,,4.0,Fabric,2258 mm,R14,,CD/MP3/DVD Player with USB & Aux-in,With Remote,135.0,,Digital,Not on offer,Yes,Front,,Yes,Internal,,Automatic,Analog,Yes,,Driver Only,Manual Air conditioning with cooling and heating,Yes,,All Rows,,Yes,,Yes,,,1,0
617,617,Tata,Tigor Ev,Xm+,960868,,,,FWD (Front Wheel Drive),,BS VI,,Injection,35.0,Electric,1537 mm,3992 mm,1677 mm,Sedan,5.0,,,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,Analog,Yes,5.0,Fabric,2450 mm,175/65 R14,,USB & Aux-in,Manual,255.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2.0,Rake,1,0
618,618,Tata,Tigor Ev,Xt+,975868,,,,FWD (Front Wheel Drive),,BS VI,,Injection,35.0,Electric,1537 mm,3992 mm,1677 mm,Sedan,5.0,,,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,Analog,Yes,5.0,Fabric,2450 mm,175/65 R14,,USB & Aux-in,Manual,255.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2.0,Rake,1,0
619,619,Tata,Tigor Ev,Xe+,944175,,,,FWD (Front Wheel Drive),,BS VI,,Injection,35.0,Electric,1537 mm,3992 mm,1677 mm,Sedan,5.0,,,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,Only Front Windows,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,Analog,Yes,5.0,Fabric,2450 mm,175/65 R14,,Not on offer,Manual,255.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Fully automatic climate control,,Yes,,Driver frontal airbag,Yes,,,1.0,Rake,1,0
